Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Address,canonical_Length of Day,canonical_Fax,canonical_Center Director,canonical_Head Start Fund,canonical_Program Name,canonical_Email Address,canonical_Site name,canonical_NAEYC Program Id,canonical_Director,canonical_Progmod,canonical_Executive Director,canonical_Number per Site HS,canonical_Number per Site EHS,canonical_Eearly Head Start Fund,canonical_Purple binder service type,canonical_NAEYC Valid Until,canonical_Column,canonical_ECE Available Programs,canonical_Zip,canonical_Source,canonical_Phone,canonical_Ounce of Prevention Description,canonical_CC fund,canonical_Neighborhood,canonical_Program Option,canonical_Column2,canonical_Agency,canonical_IDHS Provider ID,canonical_Funded Enrollment,canonical_Id,canonical_Website
170,0.601112163067,793,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Austin Town Hall,5610 W Lake St ,,2611505,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'5610 w lake',"b'8-11 hours, varies by facility'",b'',b'www.marcy-newberry.org',b'',b'community partnerships',b'',b'marcy newberry association austin town hall',b'',b'',b'no',"b'7028ps(hs collaboration with childcare & prek), 4155ps(child'",b'',b'',b'marsha ballenger',b'',b'marsha ballenger',b'',b'gertrude ricks',b'60644',b'cps_early_childhood_portal_scrape.csv',b'2611505',b'',b'yes',b'austin',b'austin',b'child care',b'',b'',b'marcy newberry association',b'2230',b'no'
903,,794,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Coppin Early Learning Center,5627 S Michigan Ave ,,3632400,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0.593465248744,795,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Tiny Town for Tots,5654 W Division St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'5654 w division st',b'extended day',b'',b'www.onwardhouse.org',b'',b'child care',b'',b'onward neighborhood house - tiny town for tots',b'',b'',b'no',b'',b'',b'',b'ricky spain',b'',b'ricky spain',b'',b'mario garcia',b'60651',b'cps_early_childhood_portal_scrape.csv',b'6260048',b'',b'yes',b'',b'austin',b'',b'',b'',b'onward neighborhood house',b'151',b'no'
62,0.867842336496,796,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - St. John Greater Holy Temple,5701 W Midway Park ,,9480094,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'5701 w midway park',b'extended day',b'',b'www.marcy-newberry.org',b'',b'child care',b'',b'marcy newberry association - st. john greater holy temple',b'',b'',b'no',b'3149ps(hs collaboration with childcare)',b'',b'',b'willie mae cole',b'',b'willie mae cole',b'',b'gertrude ricks',b'60644',b'cps_early_childhood_portal_scrape.csv',b'9480094',b'',b'yes',b'',b'austin',b'',b'',b'',b'marcy newberry association',b'152',b'no'
98,0.544897735119,797,CPS_Early_Childhood_Portal_scrape.csv," Trinity Resources Unlimited, Inc. - Hope for Youth",5900 W Iowa St ,,6260323,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'5900 w iowa',b'half day/full day',b'',b'',b'',b'state pre-kindergarten',b'',"b'trinity resources unlimited, inc. - hope for youth'",b'',b'',b'no',b'7019ps(hs collaboration with childcare)',b'',b'',b'bernice porter',b'',b'yolonda johnson',b'',b'marion hayes',b'60651',b'cps_early_childhood_portal_scrape.csv',b'6260323',b'',b'yes',b'',b'austin',b'child care',b'',b'',"b'trinity resources unlimited, inc.'",b'1292',b'no'
64,0.34788428545,798,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Learners,5923 W 63rd St ,,5815541,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'5923 w 63rd st',"b'8-11 hours, varies by facility'",b'',b'www.elvalor.org',b'',b'community partnerships',b'',b'el valor - little learners',b'',b'',b'no',b'',b'',b'',b'marilyn gonzalez',b'',b'paula parrilli',b'',b'vincent allocco',b'60638',b'cps_early_childhood_portal_scrape.csv',b'5815541',b'',b'yes',b'clearing',b'clearing',b'',b'',b'',b'el valor',b'2151',b'no'
709,0.47543886635,799,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Onward Neighborhood House,600 N Leavitt St ,,6666726,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'600 n leavitt st',b'half day/full day',b'',b'www.onwardhouse.org',b'',b'child care',b'01/31/13',b'onward neighborhood house',b'',b'',b'no',"b'2744it(child care it center), 3272ps(hs collaboration with c'",b'',b'',b'darica charles',b'mlarson@onwardhouse.org',b'darica charles',b'',b'mario garcia',b'60612',b'cps_early_childhood_portal_scrape.csv',b'6666726',b'511442',b'yes',b'west town',b'west town',b'child care',b'',b'',b'onward neighborhood house',b'1293',b'no'
356,0.695655484994,800,CPS_Early_Childhood_Portal_scrape.csv, Nicholson,6006 S. Peoria ,,5353285,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'6006 s. peoria',b'3-4 hours',b'',b'www.cps.edu',b'',b'head start',b'',b'nicholson',b'',b'',b'no',b'',b'',b'',b'mr. rodney l. hull',b'',b'mr. rodney l. hull',b'',b'paula cottone',b'60621',b'dfss_agencysitelies_2012.csv',b'5353285',b'',b'yes',b'englewood',b'englewood',b'',b'',b'',b'chicago public schools',b'2050',b'no'
630,0.519625465075,801,CPS_Early_Childhood_Portal_scrape.csv," Sexton, Austin O.",6020 S. Langley ,,5350640,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'6020 s. langley',b'5-6 hours',b'',b'www.cps.edu',b'',b'head start',b'',"b'chicago public schools sexton, austin o.'",b'',b'',b'no',b'',b'',b'',b'mrs. ginger v. bryant',b'',b'mrs. ginger v. bryant',b'',b'paula cottone',b'60637',b'dfss_agencysitelies_2012.csv',b'5350640',b'',b'yes',b'woodlawn',b'woodlawn',b'',b'',b'',b'chicago public schools',b'2070',b'no'
706,0.874063581228,802,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Lee's Cuddles N Care,6100 W North Ave ,,7458054,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'6100 w north avenue',b'half day/full day',b'',b'www.onwardhouse.org',b'',b'head start',b'',"b""onward neighborhood house lee's cuddles n care""",b'',b'',b'no',b'',b'',b'',b'anndrella lee',b'',b'anndrella lee',b'',b'mario garcia',b'60639',b'dfss_agencysitelies_2012.csv',b'7458054',b'',b'yes',b'',b'austin',b'',b'',b'',b'onward neighborhood house',b'1857',b'no'
357,0.918402850628,803,CPS_Early_Childhood_Portal_scrape.csv, Fiske,6145 S. Ingleside ,,5350990,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'6145 s. ingleside',b'5-6 hours',b'',b'',b'',b'head start',b'',b'fiske',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'hs-hd',b'60637',b'cps_early_childhood_portal_scrape.csv',b'5350990',b'',b'',b'woodlawn',b'',b'',b'',b'',b'',b'803',b''
904,,804,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Alphabet Academy,6224 W North Ave ,,6227055,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,0.45193567276,805,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Washington Park South Learning Center,6225 S Wabash Ave ,,6672065,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'6225 s wabash ave',b'half day/full day',b'',b'',b'',b'child care',b'',b'centers for new horizons - washington park south learning center',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'60637',b'cps_early_childhood_portal_scrape.csv',b'6672065',b'',b'',b'washington park',b'',b'child care',b'',b'',b'',b'158',b''
174,0.348118200898,806,CPS_Early_Childhood_Portal_scrape.csv, Boys and Girls Clubs of Chicago - Yancey,6245 S Wabash Ave ,,3634733,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'6245 s wabash avenue',"b'8-11 hours, varies by facility'",b'',b'',b'',b'community partnerships',b'',b'boys & girls clubs of chicago - yancey',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'60637',b'cps_early_childhood_portal_scrape.csv',b'3634733',b'',b'',b'washington park',b'',b'child care',b'',b'',b'',b'806',b''
68,0.553916490078,807,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Kidz Colony,6287 S Archer Ave ,,7678522,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'6287 s archer ave',"b'8-11 hours, varies by facility'",b'',b'www.elvalor.org',b'',b'community partnerships',b'',b'el valor - kidz colony',b'',b'',b'no',b'',b'',b'',b'joy avila',b'',b'joy avila',b'',b'vincent allocco',b'60638',b'cps_early_childhood_portal_scrape.csv',b'7678522',b'',b'yes',b'garfield ridge',b'garfield ridge',b'',b'',b'',b'el valor',b'160',b'no'
745,0.57275356849,808,CPS_Early_Childhood_Portal_scrape.csv, Aldridge,630 E. 131St St. ,,5355614,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'630 e. 131st st.',b'5-6 hours',b'',b'www.cps.edu',b'',b'head start',b'',b'aldridge',b'',b'',b'no',b'',b'',b'',b'mr. vincent payne',b'',b'mr. vincent payne',b'',b'paula cottone',b'60827',b'dfss_agencysitelies_2012.csv',b'5355614',b'',b'yes',b'riverdale',b'riverdale',b'',b'',b'',b'chicago public schools',b'1468',b'no'
358,0.918403,809,CPS_Early_Childhood_Portal_scrape.csv, Dulles,6311 S. Calumet ,,5350690,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'6311 s. calumet',b'3-4 hours',b'',b'',b'',b'head start',b'',b'dulles',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'hs-hd',b'60637',b'cps_early_childhood_portal_scrape.csv',b'5350690',b'',b'',b'greater grand crossing',b'',b'',b'',b'',b'',b'809',b''
605,0.38602315055,810,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - South Side YMCA,6330 S Stony Island Ave ,,9470700,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'6330 s stony island',b'half day/full day',b'',b'www.ymcachicago.org',b'',b'child care',b'11/30/14',b'ymca of metropolitan chicago - south side ymca',b'',b'',b'yes',"b'2695it(child care it center), 7144ps(hs collaboration with c'",b'',b'',b'bobbie dickens',b'bdickens@ymcachicago.org',b'bobbie dickens',b'',b'dorothy cole-gary',b'60637',b'cps_early_childhood_portal_scrape.csv',b'9470700',b'282881',b'yes',b'woodlawn',b'woodlawn',b'child care',b'',b'',b'ymca of metropolitan chicago',b'1296',b'yes'
905,,811,CPS_Early_Childhood_Portal_scrape.csv, Reed,6350 S. Stewart ,,5353075,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,0.863972991705,812,CPS_Early_Childhood_Portal_scrape.csv, Dewey CPC,638 W. 54Th Pl. ,,5351671,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'638 w. 54th pl.',b'3-4 hours',b'',b'',b'',b'child parent center',b'',b'dewey cpc',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cpc-hd',b'60609',b'cps_early_childhood_portal_scrape.csv',b'5351671',b'',b'',b'new city',b'',b'child parent center',b'',b'',b'',b'211',b''
536,0.886980930964,813,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Teddy Bear 3 Pulaski,6401 S Pulaski RD ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'6401 s pulaski rd',b'extended day',b'',b'www.elvalor.org',b'',b'child care',b'',b'el valor teddy bear 3',b'',b'',b'no',b'',b'',b'',b'natasha catchings',b'',b'natasha catchings',b'',b'vincent allocco',b'60629',b'cps_early_childhood_portal_scrape.csv',b'2842292',b'',b'yes',b'',b'west lawn',b'',b'',b'',b'el valor',b'162',b'no'
695,0.250943322976,814,CPS_Early_Childhood_Portal_scrape.csv, Metropolitan Family Services - Midway Head Start Center,6422 S Kedzie Ave ,,7374790,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'6422 s kedzie',"b'8-11 hours, varies by facility'",b'',b'www.metrofamily.org',b'',b'community partnerships',b'',b'metropolitan family services midway head start',b'',b'',b'no',b'',b'',b'',b'rhonda freeman',b'',b'rhonda freeman',b'',b'laurie sedio',b'60629',b'cps_early_childhood_portal_scrape.csv',b'7374790',b'',b'yes',b'',b'chicago lawn',b'',b'',b'',b'metropolitan family services',b'2246',b'no'
779,0.884301304817,815,CPS_Early_Childhood_Portal_scrape.csv, Hinton,644 W. 71St St. ,,5353875,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'644 w. 71st st.',b'5-6 hours',b'',b'',b'',b'head start',b'',b'hinton',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'hs-fd',b'60621',b'cps_early_childhood_portal_scrape.csv',b'5353875',b'',b'',b'englewood',b'',b'',b'',b'',b'',b'815',b''
681,0.687720566988,816,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Granny's Day Care,645 w 127th st ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'645 w 127th st',b'half day/full day',b'',b'www.henryboothhouse.org',b'',b'head start',b'',"b""henry booth house granny's day care center""",b'',b'',b'no',b'',b'',b'',b'ms. priscilla bolling',b'',b'ms. priscilla bolling',b'',b'scott perkins',b'60628',b'dfss_agencysitelies_2012.csv',b'2644800',b'',b'yes',b'',b'west pullman',b'',b'',b'',b'henry booth house',b'816',b'no'
237,0.802540798982,817,CPS_Early_Childhood_Portal_scrape.csv, Kershaw,6450 S. Lowe ,,5353050,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'6450 s. lowe',b'3-4 hours',b'',b'www.cps.edu',b'',b'head start',b'',b'kershaw',b'',b'',b'no',b'',b'',b'',b'mrs. patricia a. johnson',b'',b'veronica nash',b'',b'paula cottone',b'60621',b'dfss_agencysitelies_2012.csv',b'5353050',b'',b'yes',b'englewood',b'englewood',b'',b'',b'',b'chicago public schools',b'2595',b'no'
275,0.816192825635,818,CPS_Early_Childhood_Portal_scrape.csv, O'Toole,6550 S. Seeley ,,5359040,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'6550 s. seeley',b'5-6 hours',b'',b'www.cps.edu',b'',b'head start',b'',"b""o'toole""",b'',b'',b'no',b'',b'',b'',b'mr. erick d. pruitt',b'',b'mr. king hall',b'',b'paula cottone',b'60636',b'dfss_agencysitelies_2012.csv',b'5359040',b'',b'yes',b'west englewood',b'west englewood',b'',b'',b'',b'chicago public schools',b'2053',b'no'
906,,819,CPS_Early_Childhood_Portal_scrape.csv, Woodlawn,6657 S. Kimbark ,,5350801,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0.591629385948,820,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Little Angels Family DayCare,6701 S Emerald Ave ,,4888777,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'6701 s. emerald ave.',"b'8-11 hours, varies by facility'",b'',b'www.henryboothhouse.org',b'',b'community partnerships',b'',b'henry booth house little angels family daycare',b'',b'',b'no',b'',b'',b'',b'nashone greer',b'',b'nashone greer',b'',b'scott perkins',b'60621',b'cps_early_childhood_portal_scrape.csv',b'4888777',b'',b'yes',b'',b'englewood',b'',b'',b'',b'henry booth house',b'425',b'no'
907,,821,CPS_Early_Childhood_Portal_scrape.csv," Davis, Miles Acad",6723 S. Wood ,,5359120,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,0.840801328421,822,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Kennedy-King College,6800 S Wentworth Ave ,,5533475,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'6800 s wentworth ave',b'half day/full day',b'',b'',b'',b'state pre-kindergarten',b'',b'board trustees-city colleges of chicago - kennedy-king college',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'60621',b'cps_early_childhood_portal_scrape.csv',b'5533475',b'',b'',b'greater grand crossing',b'',b'child care',b'',b'',b'',b'1297',b''
132,0.459201425314,823,CPS_Early_Childhood_Portal_scrape.csv, Family Rescue - Ridgeland Head Start,6824 S Ridgeland Ave ,,6671073,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'6824 s ridgeland ave',b'extended day',b'',b'',b'',b'child care',b'',b'family rescue - ridgeland head start',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60649',b'cps_early_childhood_portal_scrape.csv',b'6671073',b'',b'',b'',b'',b'child care',b'',b'',b'',b'3147',b''
719,0.440229028463,824,CPS_Early_Childhood_Portal_scrape.csv, Trinity United Church of Christ - Dr. Denton J. Brooks Center,6921 S Stony Island Ave ,,9552818,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'6921 s stony island',b'half day/full day',b'',b'www.tucc.org',b'',b'head start',b'',b'trinity united church of christ dr. deton j. brooks head start',b'',b'',b'no',"b'7079ps(hs collaboration with childcare & prek), 4118ps(child'",b'',b'',b'cherie brown',b'',b'cherie brown',b'',b'janet moore',b'60649',b'cps_early_childhood_portal_scrape.csv',b'9552818',b'',b'yes',b'south shore',b'south shore',b'child care',b'',b'',b'trinity united church of christ',b'2276',b'yes'
361,0.786655306816,825,CPS_Early_Childhood_Portal_scrape.csv, O'Keeffe,6940 S. Merrill ,,5350600,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'6940 s. merrill',b'5-6 hours',b'',b'www.cps.edu',b'',b'head start',b'',"b""chicago public schools o'keeffe, isabell c.""",b'',b'',b'no',b'',b'',b'',b'mrs. carolyn d. townes',b'',b'stephen parker',b'',b'paula cottone',b'60649',b'dfss_agencysitelies_2012.csv',b'5350600',b'',b'yes',b'',b'south shore',b'',b'',b'',b'chicago public schools',b'825',b'no'
441,0.679893404245,826,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Lincoln - Roseland,7 E 119th St ,,2647632,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'7 e 119th st',b'extended day',b'',b'www.abelink.org',b'',b'child care',b'',b'abraham lincoln centre - lincoln - roseland',b'',b'',b'no',b'3175ps(hs collaboration with childcare & prek)',b'',b'',b'barbara woods',b'',b'barbara woods',b'',b'zirl smith',b'60628',b'cps_early_childhood_portal_scrape.csv',b'2647632',b'',b'yes',b'',b'west pullman',b'',b'',b'',b'abraham lincoln centre',b'1386',b'no'
441,0.537063707908,827,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Lincoln - Roseland,7 E 119th St ,,2647632,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'7 e 119th st',b'extended day',b'',b'www.abelink.org',b'',b'child care',b'',b'abraham lincoln centre - lincoln - roseland',b'',b'',b'no',b'3175ps(hs collaboration with childcare & prek)',b'',b'',b'barbara woods',b'',b'barbara woods',b'',b'zirl smith',b'60628',b'cps_early_childhood_portal_scrape.csv',b'2647632',b'',b'yes',b'',b'west pullman',b'',b'',b'',b'abraham lincoln centre',b'1386',b'no'
568,0.487202026627,828,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Garfield Head Start/Child Developmental Center- YMCA,7 N Homan Ave ,,2653900,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'7 n homan',b'extended day',b'',b'www.ymcachicago.org',b'',b'head start',b'10/01/15',b'ymca of metropolitan chicago - garfield head start/child developmental center- ymca',b'',b'',b'yes',"b'7081ps(hs collaboration with childcare & prek), 6039ip(ehs c'",b'',b'',b'paulette hernandez',b'phernandez@ymcachicago.org',b'paulette hernandez',b'',b'cp',b'60624',b'cps_early_childhood_portal_scrape.csv',b'2653900',b'508110',b'yes',b'east garfield park',b'east garfield park',b'child care',b'',b'',b'ymca of metropolitan chicago',b'2281',b'no'
908,,829,CPS_Early_Childhood_Portal_scrape.csv, Yale,7025 S. Princeton ,,5353190,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,0.540179034074,830,CPS_Early_Childhood_Portal_scrape.csv, Bond,7050 S. May ,,5353480,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'7050 s. may',b'5-6 hours',b'',b'ms. valesta cobbs',b'',b'head start',b'',b'bond',b'',b'',b'no',b'paula cottone',b'',b'',b'mr. alfonso carington',b'',b'',b'',b'hs-hd',b'60621',b'dfss_agencysitelies_2012.csv',b'5353480',b'',b'yes',b'englewood',b'englewood',b'',b'chicago public schools',b'',b'chicago public schools',b'830',b'no'
909,,831,CPS_Early_Childhood_Portal_scrape.csv, McKay,7050 S. Washtenaw ,,5359340,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,0.57984075376,832,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Rogers Park,7059 N Greenview Ave ,,2745477,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'7059 n greenview',b'half day/full day',b'',b'www.christopherhouse.org',b'',b'child care',b'08/31/13',b'christopher house rogers park',b'',b'',b'no',"b'7073ps(hs collaboration with childcare & prek), 4147ps(child'",b'',b'',b'joni rudds',b'adanner@christopherhouse.org',b'atena danner-mcphaden',b'',b'lori baas',b'60626',b'cps_early_childhood_portal_scrape.csv',b'2745477',b'437986',b'yes',b'',b'rogers park',b'child care',b'',b'',b'christopher house',b'1300',b'yes'
389,0.86251309514,833,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Donoghue,707 E 37th St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'707 e 37th st',b'half day/full day',b'',b'',b'',b'head start',b'',b'abraham lincoln centre - donoghue',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'7295325',b'',b'',b'',b'',b'',b'',b'',b'',b'1301',b''
365,0.749307076136,834,CPS_Early_Childhood_Portal_scrape.csv, Guggenheim,7141 S. Morgan ,,5353587,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'7141 s. morgan st.',b'5-6 hours',b'',b'www.cps.edu',b'',b'head start',b'',b'guggenheim',b'',b'',b'no',b'',b'',b'',b'ms. mary d. mcnair',b'',b'vikki stokes',b'',b'paula cottone',b'60621',b'dfss_agencysitelies_2012.csv',b'5353587',b'',b'yes',b'englewood',b'englewood',b'',b'',b'',b'chicago public schools',b'2534',b'no'
587,0.604412237803,835,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - Little Hands,7146 S Ashland Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'7146 s ashland ave',b'extended day',b'',b'www.adasmckinley.org',b'',b'child care',b'',b'ada s. mckinley community services - little hands',b'',b'',b'no',b'',b'',b'',b'crystal fielder',b'',b'lafredia hobson',b'',"b'george jones, jr.'",b'60636',b'cps_early_childhood_portal_scrape.csv',b'4710662',b'',b'yes',b'',b'west englewood',b'',b'',b'',b'ada s. mckinley community services',b'171',b'no'
588,0.596928298473,836,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Howard,7222 S Exchange Ave ,,2219711,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'7222 s exchange',b'half day/full day',b'',b'www.adasmckinley.org',b'',b'head start',b'',b'ada s. mckinley community services mckinley-ersula howard',b'',b'',b'no',"b'4357it(child care it center), 7035ps(hs collaboration with c'",b'',b'',b'stella sweeten',b'',b'joni rudds',b'',"b'george jones, jr.'",b'60649',b'cps_early_childhood_portal_scrape.csv',b'2219711',b'',b'yes',b'',b'south shore',b'child care',b'',b'',b'ada s. mckinley community services',b'1393',b'no'
67,0.799519151449,837,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Love N Learn Academy,723 E 75th St ,,7230338,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'723 725 e 75th street',b'half day/full day',b'',b'www.henryboothhouse.org',b'',b'head start',b'',b'henry booth house love n learn academy',b'',b'',b'no',b'',b'',b'',b'ms. blanton & ms. johnson',b'',b'ms. blanton & ms. johnson',b'',b'scott perkins',b'60619',b'dfss_agencysitelies_2012.csv',b'7230338',b'',b'yes',b'',b'greater grand crossing',b'',b'',b'',b'henry booth house',b'837',b'no'
910,,838,CPS_Early_Childhood_Portal_scrape.csv, Deneen,7240 S. Wabash ,,5353035,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,0.807901,839,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Maria's Garden,7320 S Yale Ave ,,9943016,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'7320 s yale avenue',b'half day/full day',b'',b'',b'',b'head start',b'',"b""catholic charities chicago - maria's garden""",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60621',b'purple_binder_early_childhood.csv',b'9943016',b'',b'',b'',b'',b'child care',b'',b'',b'',b'3071',b''
368,0.525774404407,840,CPS_Early_Childhood_Portal_scrape.csv, South Shore United Methodist - South Shore United,7350 S Jeffery Blvd ,,3244430,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'7350 s jeffery',b'extended day',b'',b'',b'',b'child care',b'03/31/13',b'south shore united methodist - south shore united',b'',b'',b'no',b'7141ps(hs collaboration with childcare)',b'',b'',b'bettye turner',b'ssumccc1@ameritech.net',b'marcell hooks',b'',b'marcell hooks',b'60649',b'cps_early_childhood_portal_scrape.csv',b'3244430',b'564213',b'yes',b'',b'south shore',b'',b'',b'',b'south shore united methodist',b'2272',b'no'
369,0.808251480261,841,CPS_Early_Childhood_Portal_scrape.csv, Tanner,7350 S. Evans ,,5353870,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'7350 s. evans',b'3-4 hours',b'',b'www.cps.edu',b'',b'head start',b'',b'tanner',b'',b'',b'no',b'',b'',b'',b'mrs. mona t. miller',b'',b'kenndell smith',b'',b'paula cottone',b'60619',b'dfss_agencysitelies_2012.csv',b'5353870',b'',b'yes',b'greater grand crossing',b'greater grand crossing',b'',b'',b'',b'chicago public schools',b'2079',b'no'
